id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_identity_verified,neighbourhood,room_type,accommodates,bedrooms,beds,amenities,minimum_nights,maximum_nights,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
23238802,45157755,Fara,9/26/15,within a few hours,100%,69%,t,"['email', 'phone', 'reviews', 'kba']",t,Unincorporated Areas,Entire home/apt,2,,1,"[""Refrigerator"", ""Free parking on premises"", ""Heating"", ""Hair dryer"", ""Hangers"", ""TV"", ""Dedicated workspace"", ""Indoor fireplace"", ""Dishes and silverware"", ""Air conditioning"", ""Essentials"", ""Smart lock"", ""Smoke alarm"", ""Single level home"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Free street parking"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Cable TV""]",2,1125,t,362,65,99,f,1.95
23239357,71221784,Pete,5/10/16,within an hour,100%,98%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,Unincorporated Areas,Private room,2,1,1,"[""Refrigerator"", ""Hot water"", ""Lockbox"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Ethernet connection"", ""Coffee maker"", ""Wifi"", ""Lock on bedroom door"", ""Iron"", ""Microwave"", ""Private entrance"", ""Garden or backyard"", ""Single level home"", ""Dedicated workspace"", ""Free parking on premises"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm""]",2,28,t,354,156,99,t,4.51
23252796,12431114,Qingyun,2/20/14,within an hour,100%,100%,f,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,Unincorporated Areas,Entire home/apt,6,2,3,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Dishwasher"", ""Hot water"", ""Bed linens"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Oven"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Cooking basics"", ""Dryer""]",1,999,t,355,40,90,f,1.39
23257279,24600055,Shanon,12/7/14,N/A,N/A,0%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,Pacifica,Entire home/apt,2,1,1,"[""Refrigerator"", ""Lockbox"", ""Bathtub"", ""Dishes and silverware"", ""Patio or balcony"", ""Fireplace guards"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""BBQ grill"", ""Room-darkening shades"", ""First aid kit"", ""Microwave"", ""Dishwasher"", ""TV"", ""Garden or backyard"", ""Single level home"", ""Dedicated workspace"", ""Cooking basics"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Stove""]",1,1125,t,0,20,100,f,0.61
23277641,36701219,Angela,6/25/15,within a few hours,100%,90%,f,"['email', 'phone', 'reviews', 'work_email']",f,Unincorporated Areas,Private room,2,1,1,"[""Air conditioning"", ""Hot water"", ""Hangers"", ""Wifi"", ""Dryer"", ""Kitchen"", ""Washer"", ""Indoor fireplace"", ""Smoke alarm"", ""Breakfast"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Heating"", ""Fire extinguisher"", ""Private entrance"", ""Keypad"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Shampoo"", ""Free parking on premises""]",3,365,t,364,18,93,f,0.68
23278112,36701219,Angela,6/25/15,within a few hours,100%,90%,f,"['email', 'phone', 'reviews', 'work_email']",f,Unincorporated Areas,Private room,2,1,1,"[""Iron"", ""Breakfast"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Indoor fireplace"", ""Hair dryer"", ""Hot water"", ""Air conditioning"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Private entrance"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Dryer""]",3,365,t,177,15,85,f,0.53
23295303,17900579,Hoda,7/10/14,within an hour,100%,N/A,f,"['email', 'phone', 'reviews', 'kba']",t,San Mateo,Private room,3,1,2,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Luggage dropoff allowed"", ""Keypad"", ""Single level home"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Garden or backyard"", ""Dedicated workspace"", ""High chair"", ""Hair dryer"", ""Hot water"", ""Bed linens"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Baby bath"", ""Long term stays allowed"", ""Pack \u2019n Play/travel crib"", ""Private living room"", ""Extra pillows and blankets""]",2,1125,t,0,8,95,f,0.25
23312415,9379886,Susan,10/12/13,within a day,50%,67%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,Menlo Park,Entire home/apt,4,2,2,"[""Iron"", ""Shampoo"", ""Fire extinguisher"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Smart lock"", ""Indoor fireplace"", ""Hair dryer"", ""Beach essentials"", ""Stove"", ""Dishwasher"", ""Hot water"", ""Bed linens"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Pool"", ""Free parking on premises"", ""Oven"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Dryer""]",14,1125,t,0,2,100,t,0.06
23325552,188625555,Jerry,5/9/18,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Private room,2,1,1,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Coffee maker"", ""Wifi"", ""Lock on bedroom door"", ""Iron"", ""Free street parking"", ""Shower gel"", ""Microwave"", ""Dishwasher"", ""Keypad"", ""Dryer"", ""TV"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",2,1125,t,90,52,86,f,1.5
23325729,188625555,Jerry,5/9/18,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Unincorporated Areas,Private room,2,1,1,"[""Cooking basics"", ""Hot water"", ""Hangers"", ""Wifi"", ""Dryer"", ""Kitchen"", ""Refrigerator"", ""Oven"", ""Washer"", ""Microwave"", ""Smoke alarm"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Lock on bedroom door"", ""Essentials"", ""Dedicated workspace"", ""Coffee maker"", ""Ethernet connection"", ""Iron"", ""Heating"", ""Bed linens"", ""Keypad"", ""Stove"", ""Long term stays allowed"", ""Free street parking"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""TV"", ""Shampoo"", ""Patio or balcony""]",2,1125,t,0,30,92,f,0.86
23325813,188625555,Jerry,5/9/18,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Private room,2,1,1,"[""Cooking basics"", ""TV"", ""Hot water"", ""Hangers"", ""Wifi"", ""Dryer"", ""Kitchen"", ""Refrigerator"", ""Oven"", ""Washer"", ""Microwave"", ""Smoke alarm"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Lock on bedroom door"", ""Coffee maker"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Ethernet connection"", ""Bed linens"", ""Keypad"", ""Stove"", ""Long term stays allowed"", ""Free street parking"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Essentials"", ""Shampoo"", ""Patio or balcony""]",2,1125,t,90,55,92,f,1.57
23325883,188625555,Jerry,5/9/18,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Private room,2,1,1,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Keypad"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Dishwasher"", ""Hot water"", ""Bed linens"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Cooking basics"", ""Dryer""]",2,1125,t,0,48,92,f,1.5
23325962,188625555,Jerry,5/9/18,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Private room,2,1,1,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Ethernet connection"", ""Coffee maker"", ""Wifi"", ""Lock on bedroom door"", ""Iron"", ""Free street parking"", ""Microwave"", ""Dishwasher"", ""Keypad"", ""Dryer"", ""TV"", ""Dedicated workspace"", ""Cooking basics"", ""Kitchen"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",2,1125,t,90,54,90,f,1.58
23326027,188625555,Jerry,5/9/18,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Private room,2,1,1,"[""Long term stays allowed"", ""Hot water"", ""Washer"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Ethernet connection"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Lock on bedroom door"", ""Iron"", ""Stove"", ""Oven"", ""Extra pillows and blankets"", ""Refrigerator"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Microwave"", ""Keypad"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens""]",60,1125,t,89,38,93,f,1.11
23326090,188625555,Jerry,5/9/18,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Private room,1,1,1,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Dryer"", ""Keypad"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Ethernet connection"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Dishwasher"", ""Hot water"", ""Bed linens"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Cooking basics"", ""Extra pillows and blankets""]",60,1125,t,90,57,94,f,1.65
23337752,173832493,Sonia,2/17/18,within an hour,100%,100%,t,"['email', 'phone', 'offline_government_id', 'government_id']",t,Redwood City,Entire home/apt,2,,1,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Keypad"", ""Single level home"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Hot water"", ""Bed linens"", ""TV"", ""Air conditioning"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Oven"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Cooking basics"", ""Extra pillows and blankets""]",1,1125,t,181,176,99,t,5.02
23344985,25519626,Marbella,1/2/15,within an hour,100%,99%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,Brisbane,Entire home/apt,6,2,3,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""Crib"", ""First aid kit"", ""Microwave"", ""Dishwasher"", ""Keypad"", ""Dryer"", ""TV"", ""Private entrance"", ""Cable TV"", ""Pocket wifi"", ""Garden or backyard"", ""Dedicated workspace"", ""Cooking basics"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",1,1125,t,290,158,96,f,4.58
23370335,48434192,Jeff,11/7/15,within an hour,100%,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,Half Moon Bay,Entire home/apt,6,3,3,"[""Refrigerator"", ""Hot water"", ""Bathtub"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hangers"", ""Pack \u2019n Play/travel crib"", ""Smoke alarm"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""BBQ grill"", ""First aid kit"", ""Microwave"", ""Dishwasher"", ""Keypad"", ""Dryer"", ""TV"", ""Cable TV"", ""Garden or backyard"", ""Single level home"", ""Cooking basics"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",3,1125,t,322,124,97,t,3.65
23372362,174204576,James And Maria,2/19/18,N/A,N/A,N/A,f,"['email', 'phone']",f,Redwood City,Private room,2,,1,"[""Smoke alarm"", ""Dedicated workspace"", ""Dryer"", ""TV"", ""Kitchen"", ""Wifi"", ""Heating"", ""Iron"", ""Lockbox"", ""Private entrance"", ""Lock on bedroom door"", ""Free street parking"", ""Private living room"", ""Essentials"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Hangers""]",30,180,t,90,0,,f,
23391190,35037739,Alejandro,6/4/15,N/A,N/A,N/A,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,Daly City,Private room,2,1,1,"[""Dryer"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Long term stays allowed"", ""Shampoo"", ""Iron"", ""Lock on bedroom door"", ""Washer"", ""Free street parking"", ""TV"", ""Wifi"", ""Air conditioning"", ""Fire extinguisher"", ""Heating"", ""Carbon monoxide alarm"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hangers"", ""Dedicated workspace"", ""Smoke alarm"", ""Essentials""]",1,15,t,365,59,91,t,1.71
23398173,48005494,Zeus,11/2/15,within an hour,100%,90%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,Redwood City,Entire home/apt,2,1,1,"[""Refrigerator"", ""Heating"", ""Hair dryer"", ""Hangers"", ""TV"", ""Dedicated workspace"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Air conditioning"", ""Essentials"", ""Smoke alarm"", ""Dryer"", ""Iron"", ""Shampoo"", ""Bed linens"", ""Kitchen"", ""First aid kit"", ""Washer"", ""Microwave"", ""Private entrance"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Wifi"", ""Hot water"", ""Keypad"", ""Coffee maker"", ""Garden or backyard"", ""Oven"", ""Cable TV""]",30,1125,t,0,6,87,t,0.27
23420916,22959719,Brian & Sue,10/25/14,N/A,N/A,56%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Menlo Park,Entire home/apt,2,,1,"[""Hot water"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Shampoo"", ""Iron"", ""Dishes and silverware"", ""Garden or backyard"", ""Coffee maker"", ""TV"", ""Wifi"", ""Cable TV"", ""Fire extinguisher"", ""Cooking basics"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""First aid kit"", ""Hangers"", ""Dedicated workspace"", ""Smoke alarm"", ""Free parking on premises"", ""Essentials""]",14,95,t,364,22,100,f,0.64
23434562,125239174,Alena & Sophia,4/10/17,within an hour,100%,99%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Entire home/apt,12,5,6,"[""Oven"", ""Dryer"", ""Hot water"", ""Stove"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Shampoo"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Garden or backyard"", ""Free street parking"", ""Keypad"", ""Coffee maker"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Cooking basics"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""First aid kit"", ""Hangers"", ""Dishwasher"", ""Dedicated workspace"", ""Smoke alarm"", ""Free parking on premises"", ""Essentials""]",2,60,t,58,141,98,t,4.06
23465447,32006799,Jasmine,4/26/15,within an hour,100%,98%,f,"['email', 'phone', 'reviews', 'kba']",f,Burlingame,Private room,1,1,1,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Smart lock"", ""Ethernet connection"", ""Wifi"", ""Lock on bedroom door"", ""Iron"", ""Free street parking"", ""Room-darkening shades"", ""Microwave"", ""Dryer"", ""Single level home"", ""Dedicated workspace"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",30,270,t,277,65,92,t,1.87
23468823,32006799,Jasmine,4/26/15,within an hour,100%,98%,f,"['email', 'phone', 'reviews', 'kba']",f,Burlingame,Private room,1,1,1,"[""Iron"", ""Dishes and silverware"", ""Fire extinguisher"", ""Single level home"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Smart lock"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Ethernet connection"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Hot water"", ""Bed linens"", ""Heating"", ""Hangers"", ""Wifi"", ""Room-darkening shades"", ""Refrigerator"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Dryer""]",30,270,t,0,52,95,t,1.51
23486500,728958,Brenda & Kirk,6/21/11,within an hour,100%,91%,t,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Unincorporated Areas,Private room,6,3,4,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Fire extinguisher"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Cable TV"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Garden or backyard"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Dishwasher"", ""Hot water"", ""TV"", ""BBQ grill"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Oven"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Dryer""]",2,30,t,0,16,100,f,0.47
23523771,123074952,Joseph,3/28/17,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Menlo Park,Entire home/apt,6,2,6,"[""Shampoo"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Wifi"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dryer""]",2,45,t,0,13,100,f,0.38
23527160,1164844,Nora,9/15/11,within an hour,100%,100%,f,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'offline_government_id', 'kba', 'government_id']",t,Daly City,Entire home/apt,5,2,2,"[""Refrigerator"", ""Hot water"", ""Lockbox"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""Microwave"", ""Dishwasher"", ""Dryer"", ""TV"", ""Private entrance"", ""Cable TV"", ""Garden or backyard"", ""Single level home"", ""Dedicated workspace"", ""Cooking basics"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",30,1125,t,90,53,98,f,1.55
23561214,30452066,Deb,4/2/15,within an hour,94%,98%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,Menlo Park,Entire home/apt,5,2,3,"[""Free parking on premises"", ""Heating"", ""Hangers"", ""Hair dryer"", ""TV"", ""Dedicated workspace"", ""Fire extinguisher"", ""Essentials"", ""Smoke alarm"", ""Dryer"", ""Lockbox"", ""Iron"", ""Shampoo"", ""Kitchen"", ""First aid kit"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Hot water"", ""Cable TV""]",1,1125,t,305,25,97,f,0.73
23582080,176270262,MaryAnn,3/2/18,within a few hours,100%,89%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Menlo Park,Entire home/apt,8,4,5,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Single level home"", ""Essentials"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Air conditioning"", ""TV"", ""Heating"", ""Pool"", ""Wifi"", ""Hangers"", ""Free parking on premises"", ""Private entrance"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Dryer""]",2,1125,t,0,46,97,f,1.35
23611625,52434570,Larissa,12/27/15,within an hour,100%,98%,t,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id']",t,San Mateo,Entire home/apt,4,1,1,"[""Laundromat nearby"", ""Private entrance"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Air conditioning"", ""Essentials"", ""Hair dryer"", ""Shower gel"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Iron"", ""Extra pillows and blankets"", ""Body soap"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Keypad"", ""Coffee maker"", ""Dishes and silverware"", ""Conditioner"", ""Bed linens""]",2,14,t,67,95,99,f,3.57
23612559,176633593,Colleen,3/4/18,within an hour,100%,88%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Half Moon Bay,Entire home/apt,6,3,4,"[""Washer"", ""Smoke alarm"", ""Dryer"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Hair dryer"", ""Garden or backyard"", ""Dishwasher"", ""Shower gel"", ""Patio or balcony"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Indoor fireplace"", ""Iron"", ""Oven"", ""Refrigerator"", ""Barbecue utensils"", ""Free parking on premises"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Coffee maker"", ""Essentials"", ""Smart lock"", ""Bed linens"", ""Shampoo"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Single level home"", ""Hangers""]",2,7,t,124,66,100,f,2.03
23615779,23900667,X,11/18/14,within an hour,100%,87%,t,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,Daly City,Entire home/apt,3,2,2,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Luggage dropoff allowed"", ""Keypad"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Private entrance"", ""Refrigerator"", ""Long term stays allowed"", ""Washer"", ""Dryer""]",1,1125,t,82,151,91,f,4.38
23635529,176894068,Mami,3/6/18,within a few hours,100%,91%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Menlo Park,Entire home/apt,5,2,3,"[""Private entrance"", ""Long term stays allowed"", ""Hot water"", ""Washer"", ""Wifi"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Lockbox"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Iron"", ""Stove"", ""Oven"", ""Extra pillows and blankets"", ""Refrigerator"", ""Cable TV"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Free parking on premises"", ""Patio or balcony"", ""Bed linens""]",5,365,t,179,34,99,f,1
23648562,80283487,Laura,6/27/16,within an hour,100%,95%,t,"['email', 'phone', 'facebook', 'reviews', 'kba']",f,Daly City,Private room,2,1,1,"[""Coffee maker"", ""Shampoo"", ""Free street parking"", ""Hot water"", ""Air conditioning"", ""Keypad"", ""Heating"", ""Hangers"", ""Lock on bedroom door"", ""Essentials"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer""]",2,30,t,86,271,99,f,7.89
23671416,162434274,Sharon,12/12/17,within a few hours,100%,100%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,San Mateo,Entire home/apt,7,2,2,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Fire extinguisher"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Cable TV"", ""Smoke alarm"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Smart lock"", ""Fireplace guards"", ""Crib"", ""Garden or backyard"", ""Ceiling fan"", ""High chair"", ""Hair dryer"", ""Dedicated workspace"", ""Body soap"", ""Baking sheet"", ""Stove"", ""Dishwasher"", ""Hot water"", ""Bed linens"", ""TV"", ""Air conditioning"", ""Conditioner"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Private entrance"", ""Rice maker"", ""Coffee maker"", ""Room-darkening shades"", ""Children\u2019s dinnerware"", ""Refrigerator"", ""Kitchen"", ""Baby bath"", ""Long term stays allowed"", ""Washer"", ""Pack \u2019n Play/travel crib"", ""Cooking basics"", ""Dryer""]",2,95,t,188,108,97,t,3.17
